Date,GOOGL,Alphabet Inc.,Alphabet
2017-04-26,50.7,0.0,53.4
2017-04-27,71.76,0.0,56.4
2017-04-28,78.0,0.0,54.0
2017-04-29,25.740000000000002,0.0,51.6
2017-04-30,19.2,0.0,46.61
2017-05-01,46.08,0.0,47.79
2017-05-02,55.68,0.0,47.79
2017-05-03,60.800000000000004,0.0,44.839999999999996
2017-05-04,64.0,0.0,49.559999999999995
2017-05-05,53.120000000000005,0.0,46.019999999999996
2017-05-06,28.8,0.0,41.89
2017-05-07,25.46,0.0,34.8
2017-05-08,59.63,0.0,41.76
2017-05-09,49.580000000000005,0.0,47.559999999999995
2017-05-10,52.93,0.0,53.94
2017-05-11,49.580000000000005,0.0,46.4
2017-05-12,48.910000000000004,0.0,44.66
2017-05-13,24.12,0.0,35.379999999999995
2017-05-14,25.840000000000003,0.0,44.08
2017-05-15,61.88,0.0,49.3
2017-05-16,48.96,41.0,51.04
2017-05-17,62.56,0.0,47.559999999999995
2017-05-18,61.2,41.0,45.82
2017-05-19,54.400000000000006,0.0,57.99999999999999
2017-05-20,23.12,0.0,34.8
2017-05-21,22.1,0.0,33.6
2017-05-22,46.800000000000004,0.0,45.36000000000001
2017-05-23,60.45,0.0,48.720000000000006
2017-05-24,55.25,0.0,42.00000000000001
2017-05-25,62.400000000000006,0.0,44.800000000000004
2017-05-26,51.35,0.0,43.120000000000005
2017-05-27,19.5,0.0,37.52
2017-05-28,18.24,0.0,29.120000000000005
2017-05-29,26.4,0.0,31.360000000000003
2017-05-30,32.64,0.0,50.96000000000001
2017-05-31,36.96,0.0,49.84
2017-06-01,34.56,0.0,56.00000000000001
2017-06-02,39.839999999999996,14.560000000000002,51.52
2017-06-03,24.96,17.080000000000002,41.440000000000005
2017-06-04,30.38,0.0,37.44
2017-06-05,62.0,0.0,46.800000000000004
2017-06-06,50.839999999999996,0.0,42.64
2017-06-07,42.78,0.0,45.24
2017-06-08,33.48,14.000000000000002,42.64
2017-06-09,62.0,14.560000000000002,41.08
2017-06-10,27.28,0.0,31.200000000000003
2017-06-11,26.0,0.0,34.0
